diameter_sigma,id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,full_name,e,q,i,om,w,ad,tp_cal,per_y,class,data_arc,condition_code,n_obs_used,two_body,A1,A2,A3,DT,M1,K1,M2,K2,PC,diameter,extent,albedo,rot_per,GM,M1,K1,M2,K2,PC,epoch_mjd,a,e,i,om,w,ma,epoch,q,e,i,om,w,tp,sigma_e,sigma_a,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per
,bK12G17V,3602625,"       (2012 GV17)","2012 GV17",,,Y,Y,21.1,,,,,,,,,,,,,,,,,,,"       (2012 GV17)",1.641547316472373,.4591447623695496,11.04133651416381,6.777171334917526,311.8054351247142,.8878394639322933,2.395255169012452,2.10323747095976,708,1,83,,,21.1,,,,,,,,,,,"       (2012 GV17)",.4591447623695496,.8878394639322933,11.04133651416381,6.777171334917526,311.8054351247142,2.395255169012452,20210131.1832940,2.10323747095976,APO,708,1,83,,,,,,,,,,,,,,,,,,,,,59000,1.641547316472373,.4591447623695496,11.04133651416381,6.777171334917526,311.8054351247142,245.1013724373815,2459000.5,.8878394639322933,.4591447623695496,11.04133651416381,6.777171334917526,311.8054351247142,2459245.683294043134,1.2766E-7,1.969E-7,4.064E-5,6.0195E-5,5.8247E-5,.00024091,2.873E-7,8.4315E-8,.00055816,.00013822
,bK12H01J,3602685,"       (2012 HJ1)","2012 HJ1",,,Y,Y,17.9,,,,,,,,,,,,,,,,,,,"       (2012 HJ1)",2.002386851918695,.6067666536124574,31.29388742604368,44.66349698849417,291.1998911348476,.7874052825424053,3.217368421294985,2.83354542763458,2454,1,353,,,17.9,,,,,,,,,,,"       (2012 HJ1)",.6067666536124574,.7874052825424053,31.29388742604368,44.66349698849417,291.1998911348476,3.217368421294985,20210303.2756010,2.83354542763458,APO,2454,1,353,,,,,,,,,,,,,,,,,,,,,59000,2.002386851918695,.6067666536124574,31.29388742604368,44.66349698849417,291.1998911348476,263.8997253683448,2459000.5,.7874052825424053,.6067666536124574,31.29388742604368,44.66349698849417,291.1998911348476,2459276.775600977868,5.3474E-8,1.3813E-7,2.1404E-5,1.208E-5,1.7902E-5,.00010079,2.2194E-7,3.5992E-8,.00031819,.00010709
,bK12H08G,3602783,"       (2012 HG8)","2012 HG8",,,Y,Y,19.7,,,,,,,,,,,,,,,,,,,"       (2012 HG8)",2.457020435266392,.7287053810559521,25.61555970210909,214.7038169200384,256.6743729298674,.6665764227233346,4.247464447809449,3.85142420167843,1456,0,333,,,19.7,,,,,,,,,,,"       (2012 HG8)",.7287053810559521,.6665764227233346,25.61555970210909,214.7038169200384,256.6743729298674,4.247464447809449,20191027.2150105,3.85142420167843,APO,1456,0,333,,,,,,,,,,,,,,,,,,,,,59000,2.457020435266392,.7287053810559521,25.61555970210909,214.7038169200384,256.6743729298674,55.47791474528553,2459000.5,.6665764227233346,.7287053810559521,25.61555970210909,214.7038169200384,256.6743729298674,2458783.715010481853,4.5568E-8,3.5612E-8,1.8615E-5,9.433E-6,1.5308E-5,1.2508E-5,6.1563E-8,5.5638E-9,4.4592E-5,3.0584E-5
,bK12H31G,3603124,"       (2012 HG31)","2012 HG31",,,Y,Y,18.9,,,,,,,,,,,,,,,,,,,"       (2012 HG31)",2.173200150093343,.5323631358077918,10.24034118313646,148.2802613452115,173.08080565,1.016268503451687,3.330131796734999,3.20374389639721,1089,1,525,,,18.9,,,,,,,,,,,"       (2012 HG31)",.5323631358077918,1.016268503451687,10.24034118313646,148.2802613452115,173.08080565,3.330131796734999,20190116.7603482,3.20374389639721,APO,1089,1,525,,,,,,,,,,,,,,,,,,,,,59000,2.173200150093343,.5323631358077918,10.24034118313646,148.2802613452115,173.08080565,153.8978659742911,2459000.5,1.016268503451687,.5323631358077918,10.24034118313646,148.2802613452115,173.08080565,2458500.260348213213,7.4387E-8,3.0521E-7,4.7435E-6,2.3076E-5,2.312E-5,.00018507,4.6769E-7,6.481E-8,.00049623,.00024651
,bK12H33Z,3603170,"       (2012 HZ33)","2012 HZ33",,,Y,Y,20.4,,,,,,,,,,,,,,,,,,,"       (2012 HZ33)",1.197475498680588,.2103456032114285,23.87626571484562,54.91670897967398,231.5745538001112,.9455917925797137,1.449359204781463,1.31041289026585,3123,0,168,,,20.4,,,,,,,,,,,"       (2012 HZ33)",.2103456032114285,.9455917925797137,23.87626571484562,54.91670897967398,231.5745538001112,1.449359204781463,20200520.7391359,1.31041289026585,APO,3123,0,168,,,,,,,,,,,,,,,,,,,,,59000,1.197475498680588,.2103456032114285,23.87626571484562,54.91670897967398,231.5745538001112,7.717702850467826,2459000.5,.9455917925797137,.2103456032114285,23.87626571484562,54.91670897967398,231.5745538001112,2458990.239135949236,8.5179E-8,1.6348E-8,2.613E-5,1.8018E-5,3.5929E-5,5.9247E-5,1.9786E-8,1.5402E-8,7.8587E-5,9.8013E-6
,bK12J11S,3604216,"       (2012 JS11)","2012 JS11",,,Y,Y,20.3,,,,,,,,,,,,,,,,,,,"       (2012 JS11)",2.823388753616838,.6739901409931015,9.530726134764048,208.0385464342363,124.077255197617,.9204525694882884,4.726324937745388,4.74421347763739,206,2,341,2,1,20.3,,,,,,,,,,,"       (2012 JS11)",.6739901409931015,.9204525694882884,9.530726134764048,208.0385464342363,124.077255197617,4.726324937745388,20220319.9660209,4.74421347763739,APO,206,2,341,,,,,,,,,,,,,,,,,,,,,59000,2.823388753616838,.6739901409931015,9.530726134764048,208.0385464342363,124.077255197617,223.3053493947974,2459000.5,.9204525694882884,.6739901409931015,9.530726134764048,208.0385464342363,124.077255197617,2459658.466020859751,5.977E-7,3.9928E-6,8.7019E-6,6.8931E-5,7.1526E-5,.0012852,6.6839E-6,4.407E-7,.0075817,.0036758
,bK12K04A,3604304,"       (2012 KA4)","2012 KA4",,,Y,Y,21.1,,,,,,,,,,,,,,,,,,,"       (2012 KA4)",1.100186358109393,.780079772217432,5.805630419610354,214.9519642131938,237.4460032624214,.2419532344786917,1.958419481740094,1.15400472125561,2573,0,97,,,21.1,,,,,,,,,,,"       (2012 KA4)",.780079772217432,.2419532344786917,5.805630419610354,214.9519642131938,237.4460032624214,1.958419481740094,20200428.7695433,1.15400472125561,APO,2573,0,97,,,,,,,,,,,,,,,,,,,,,59000,1.100186358109393,.780079772217432,5.805630419610354,214.9519642131938,237.4460032624214,27.52777755131863,2459000.5,.2419532344786917,.780079772217432,5.805630419610354,214.9519642131938,237.4460032624214,2458968.269543288397,8.6153E-8,1.2813E-8,1.3414E-5,8.489E-5,7.4303E-5,4.6353E-5,2.2808E-8,1.492E-8,5.3715E-5,7.3632E-6
,bK12K06C,3604307,"       (2012 KC6)","2012 KC6",,,Y,Y,21.6,,,,,,,,,,,,,,,,,,,"       (2012 KC6)",1.240695374079476,.2463655669652653,11.31926116910134,195.3921931756327,337.9534177150393,.9350307548132042,1.546359993345749,1.38199332915672,4017,0,172,,,21.6,,,,,,,,,,,"       (2012 KC6)",.2463655669652653,.9350307548132042,11.31926116910134,195.3921931756327,337.9534177150393,1.546359993345749,20200706.9035338,1.38199332915672,APO,4017,0,172,,,,,,,,,,,,,,,,,,,,,59000,1.240695374079476,.2463655669652653,11.31926116910134,195.3921931756327,337.9534177150393,333.6807029932212,2459000.5,.9350307548132042,.2463655669652653,11.31926116910134,195.3921931756327,337.9534177150393,2459037.403533829463,9.4118E-8,7.3413E-9,7.1811E-6,5.209E-5,4.8101E-5,3.2923E-5,9.1499E-9,6.33E-9,4.6465E-5,4.4802E-6
,bK12K12U,3604618,"       (2012 KU12)","2012 KU12",,,Y,Y,21.6,,,,,,,,,,,,,,,,,,,"       (2012 KU12)",1.638223434766594,.4891274219887815,8.627831609460975,53.17363836418999,74.21115056631466,.8369234294776032,2.439523440055586,2.09685260552908,260,4,65,,,21.6,,,,,,,,,,,"       (2012 KU12)",.4891274219887815,.8369234294776032,8.627831609460975,53.17363836418999,74.21115056631466,2.439523440055586,20200617.3197107,2.09685260552908,APO,260,4,65,,,,,,,,,,,,,,,,,,,,,59000,1.638223434766594,.4891274219887815,8.627831609460975,53.17363836418999,74.21115056631466,351.8588640690384,2459000.5,.8369234294776032,.4891274219887815,8.627831609460975,53.17363836418999,74.21115056631466,2459017.819710702598,9.0703E-6,2.3895E-5,.00012367,5.0707E-5,.0002649,.027829,3.5583E-5,1.0284E-5,.059583,.016757
,bK12L01R,3605576,"       (2012 LR1)","2012 LR1",,,Y,Y,20.5,,,,,,,,,,,,,,,,,,,"       (2012 LR1)",1.336724966564253,.3813288184969725,42.32330802397079,83.11577916924421,66.56754380692477,.8269932144089014,1.846456718719605,1.54550812192342,1108,1,126,,,20.5,,,,,,,,,,,"       (2012 LR1)",.3813288184969725,.8269932144089014,42.32330802397079,83.11577916924421,66.56754380692477,1.846456718719605,20191123.5906817,1.54550812192342,APO,1108,1,126,,,,,,,,,,,,,,,,,,,,,59000,1.336724966564253,.3813288184969725,42.32330802397079,83.11577916924421,66.56754380692477,120.7931551680352,2459000.5,.8269932144089014,.3813288184969725,42.32330802397079,83.11577916924421,66.56754380692477,2458811.090681746932,2.5521E-7,5.9762E-8,4.6235E-5,7.9244E-6,5.3776E-5,6.9047E-5,8.2552E-8,4.2768E-8,9.7513E-5,3.7856E-5
0.472,bK12L01Z,3605577,"       (2012 LZ1)","2012 LZ1",,,Y,Y,19.9,,,,,,,1.252,,0.012,12.87,,,,,,,,0.472,"       (2012 LZ1)",2.556584568963404,.5904655156397038,26.11552413876717,264.5068092013816,14.30305599185097,1.047009543173918,4.06615959475289,4.0878829048472,3029,0,712,2,2,19.9,1.252,,0.012,12.87,,,,,,,"       (2012 LZ1)",.5904655156397038,1.047009543173918,26.11552413876717,264.5068092013816,14.30305599185097,4.06615959475289,20200830.2722937,4.0878829048472,AMO,3029,0,712,,,,,,,,,,,1.252,,0.012,12.87,,,,,,,59000,2.556584568963404,.5904655156397038,26.11552413876717,264.5068092013816,14.30305599185097,337.9934078982076,2459000.5,1.047009543173918,.5904655156397038,26.11552413876717,264.5068092013816,14.30305599185097,2459091.772293733379,2.0656E-8,8.5068E-8,1.1253E-5,2.0955E-6,3.4224E-5,3.7027E-5,1.353E-7,1.2034E-8,.00015803,7.4523E-5
,bK12L11K,3605764,"       (2012 LK11)","2012 LK11",,,Y,Y,20.3,,,,,,,,,,,,,,,,,,,"       (2012 LK11)",2.426448624368012,.5938166649303926,5.152837151206447,152.2006944355473,159.9252552791398,.9855829946208602,3.867314254115164,3.77976546636608,1603,1,88,,,20.3,,,,,,,,,,,"       (2012 LK11)",.5938166649303926,.9855829946208602,5.152837151206447,152.2006944355473,159.9252552791398,3.867314254115164,20200214.9397075,3.77976546636608,APO,1603,1,88,,,,,,,,,,,,,,,,,,,,,59000,2.426448624368012,.5938166649303926,5.152837151206447,152.2006944355473,159.9252552791398,27.6566926692202,2459000.5,.9855829946208602,.5938166649303926,5.152837151206447,152.2006944355473,159.9252552791398,2458894.439707545284,1.1176E-7,2.0491E-7,9.6998E-6,.00021394,.00020106,9.976E-5,3.266E-7,3.3032E-8,.00036914,.00017488
,bK12M04S,3605890,"       (2012 MS4)","2012 MS4",,,Y,Y,18.7,,,,,,,,,,,,,,,,,,,"       (2012 MS4)",2.264096588041279,.720595977485688,67.67299748608869,265.8350970006964,257.5998649085788,.6325976940596623,3.895595482022895,3.40683129199351,6444,0,273,2,1,18.7,,,,,,,,,,,"       (2012 MS4)",.720595977485688,.6325976940596623,67.67299748608869,265.8350970006964,257.5998649085788,3.895595482022895,20190201.9919825,3.40683129199351,APO,6444,0,273,,,,,,,,,,,,,,,,,,,,,59000,2.264096588041279,.720595977485688,67.67299748608869,265.8350970006964,257.5998649085788,140.0277802258882,2459000.5,.6325976940596623,.720595977485688,67.67299748608869,265.8350970006964,257.5998649085788,2458516.491982486484,2.1612E-8,6.9599E-9,1.9802E-5,2.7082E-6,8.0142E-6,2.3071E-6,1.1975E-8,1.334E-9,7.2644E-6,5.7377E-6
,bK12M06J,3605900,"       (2012 MJ6)","2012 MJ6",,,Y,Y,21.1,,,,,,,,,,,,,,,,,,,"       (2012 MJ6)",1.822602358971622,.4898160707143513,9.220226015848825,82.34063414068017,127.1118879809681,.9298624330254347,2.71534228491781,2.46062875183206,1862,1,40,,,21.1,,,,,,,,,,,"       (2012 MJ6)",.4898160707143513,.9298624330254347,9.220226015848825,82.34063414068017,127.1118879809681,2.71534228491781,20190914.9097040,2.46062875183206,APO,1862,1,40,,,,,,,,,,,,,,,,,,,,,59000,1.822602358971622,.4898160707143513,9.220226015848825,82.34063414068017,127.1118879809681,103.7808752472961,2459000.5,.9298624330254347,.4898160707143513,9.220226015848825,82.34063414068017,127.1118879809681,2458741.409703978985,1.428E-7,8.5996E-8,3.1565E-5,.00013909,6.1315E-5,1.7067E-5,1.2812E-7,2.8349E-8,4.8512E-5,6.3609E-5
,bK12M06Z,3605940,"       (2012 MZ6)","2012 MZ6",,,Y,Y,21.5,,,,,,,,,,,,,,,,,,,"       (2012 MZ6)",2.141115534487414,.7120304354484912,1.35788472249114,317.1961323222211,225.0474075681176,.6165761081208118,3.665654960854017,3.13305743142431,24,8,58,,,21.5,,,,,,,,,,,"       (2012 MZ6)",.7120304354484912,.6165761081208118,1.35788472249114,317.1961323222211,225.0474075681176,3.665654960854017,20120426.8164693,3.13305743142431,APO,24,8,58,,,,,,,,,,,,,,,,,,,,,56106,2.141115534487414,.7120304354484912,1.35788472249114,317.1961323222211,225.0474075681176,19.56227217365966,2456106.5,.6165761081208118,.7120304354484912,1.35788472249114,317.1961323222211,225.0474075681176,2456044.316469341886,.0028443,.016655,.008419,.086146,.063085,.25331,.028513,.0036705,.079681,13.352
,bK12N00N,3606220,"       (2012 NN)","2012 NN",,,Y,Y,20.9,,,,,,,,,,,,,,,,,,,"       (2012 NN)",2.576736521922467,.6269609627590976,4.627741641568674,237.5347593876822,6.364305674644595,.9612233113614286,4.192249732483506,4.13631135164237,1278,1,283,0,1,20.9,,,,,,,,,,,"       (2012 NN)",.6269609627590976,.9612233113614286,4.627741641568674,237.5347593876822,6.364305674644595,4.192249732483506,20200915.2087923,4.13631135164237,APO,1278,1,283,,,,,,,,,,,,,,,,,,,,,59000,2.576736521922467,.6269609627590976,4.627741641568674,237.5347593876822,6.364305674644595,334.4536147081157,2459000.5,.9612233113614286,.6269609627590976,4.627741641568674,237.5347593876822,6.364305674644595,2459107.708792276946,1.7033E-7,5.8251E-7,1.5802E-5,.00033626,.00038155,.00024859,9.4772E-7,8.0802E-8,.0010796,.0005123
,bK12O00O,3606252,"       (2012 OO)","2012 OO",,,Y,Y,20.6,,,,,,,,,,,,,,,,,,,"       (2012 OO)",1.696472253392232,.3834598104318576,4.834914176634538,160.9000558484452,179.8754340254843,1.045943324703541,2.347001182080924,2.20967470251324,648,1,495,0,2,20.6,,,,,,,,,,,"       (2012 OO)",.3834598104318576,1.045943324703541,4.834914176634538,160.9000558484452,179.8754340254843,2.347001182080924,20210629.2140865,2.20967470251324,AMO,648,1,495,,,,,,,,,,,,,,,,,,,,,59000,1.696472253392232,.3834598104318576,4.834914176634538,160.9000558484452,179.8754340254843,184.160649331219,2459000.5,1.045943324703541,.3834598104318576,4.834914176634538,160.9000558484452,179.8754340254843,2459394.714086450314,3.7304E-8,1.1209E-7,3.5601E-6,3.6402E-5,3.1749E-5,.00012849,1.5507E-7,4.4206E-8,.0003271,7.9986E-5
,bK12O00Q,3606253,"       (2012 OQ)","2012 OQ",,,Y,Y,21.9,,,,,,,,,,,,,,,,,,,"       (2012 OQ)",1.190793769383166,.3949250362293419,7.098628975522992,294.0852953096643,100.6881075395843,.7205194968678446,1.661068041898488,1.29946035037352,2035,0,408,2,2,21.9,,,,,,,,,,,"       (2012 OQ)",.3949250362293419,.7205194968678446,7.098628975522992,294.0852953096643,100.6881075395843,1.661068041898488,20200713.1030125,1.29946035037352,APO,2035,0,408,,,,,,,,,,,,,,,,,,,,,59000,1.190793769383166,.3949250362293419,7.098628975522992,294.0852953096643,100.6881075395843,327.3068423946497,2459000.5,.7205194968678446,.3949250362293419,7.098628975522992,294.0852953096643,100.6881075395843,2459043.603012524700,1.5853E-7,1.1118E-8,8.0297E-6,1.0871E-5,2.5613E-5,2.8656E-5,1.5508E-8,1.0622E-8,3.8382E-5,6.6469E-6
,bK12O04P,3606308,"       (2012 OP4)","2012 OP4",,,Y,Y,20.0,,,,,,,,,,,,,,,,,,,"       (2012 OP4)",2.117096330960222,.6582879398041199,20.65306181810636,143.6099172890006,262.8175035333147,.7234373488855561,3.510755313034887,3.08048523488923,2432,0,355,,,20.0,,,,,,,,,,,"       (2012 OP4)",.6582879398041199,.7234373488855561,20.65306181810636,143.6099172890006,262.8175035333147,3.510755313034887,20181205.0324714,3.08048523488923,APO,2432,0,355,,,,,,,,,,,,,,,,,,,,,59000,2.117096330960222,.6582879398041199,20.65306181810636,143.6099172890006,262.8175035333147,173.7268730158873,2459000.5,.7234373488855561,.6582879398041199,20.65306181810636,143.6099172890006,262.8175035333147,2458457.532471373994,4.2305E-8,9.3644E-9,1.5014E-5,7.9877E-6,1.0993E-5,4.8321E-6,1.5529E-8,2.1229E-9,1.2124E-5,7.4652E-6
,bK12P04S,3607382,"       (2012 PS4)","2012 PS4",,,Y,Y,21.2,,,,,,,,,,,,,,,,,,,"       (2012 PS4)",1.767772672525186,.5926725853927811,3.937856136553133,86.23744214769901,144.1941464464149,.7200622723129779,2.815483072737395,2.35043273086966,2345,2,73,,,21.2,,,,,,,,,,,"       (2012 PS4)",.5926725853927811,.7200622723129779,3.937856136553133,86.23744214769901,144.1941464464149,2.815483072737395,20190628.3728600,2.35043273086966,APO,2345,2,73,,,,,,,,,,,,,,,,,,,,,59000,1.767772672525186,.5926725853927811,3.937856136553133,86.23744214769901,144.1941464464149,141.5799647382393,2459000.5,.7200622723129779,.5926725853927811,3.937856136553133,86.23744214769901,144.1941464464149,2458662.872860006177,8.5472E-7,5.8977E-7,2.6042E-5,.00013201,.00031245,.00065705,9.3931E-7,2.0985E-7,.0013982,.00042962
,bK12P28P,3607667,"       (2012 PP28)","2012 PP28",,,Y,Y,19.3,,,,,,,,,,,,,,,,,,,"       (2012 PP28)",1.989669572021203,.6065386480288321,5.670750179632713,254.1031234558874,133.6141442662843,.7828580797833576,3.196481064259048,2.80659430592952,1019,1,178,,,19.3,,,,,,,,,,,"       (2012 PP28)",.6065386480288321,.7828580797833576,5.670750179632713,254.1031234558874,133.6141442662843,3.196481064259048,20210316.0153267,2.80659430592952,APO,1019,1,178,,,,,,,,,,,,,,,,,,,,,59000,1.989669572021203,.6065386480288321,5.670750179632713,254.1031234558874,133.6141442662843,258.5029287321811,2459000.5,.7828580797833576,.6065386480288321,5.670750179632713,254.1031234558874,133.6141442662843,2459289.515326697161,8.1951E-8,1.3177E-7,2.4147E-5,.0003115,.0003098,9.6776E-5,2.117E-7,3.4887E-8,.00030418,.00010184
,bK12Q08C,3607728,"       (2012 QC8)","2012 QC8",,,Y,Y,17.9,,,,,,,,,,,,,,,,,,,"       (2012 QC8)",2.817454600163385,.7594805442465005,5.687015170597261,22.42328113348141,47.58557170374691,.6776526470414911,4.95725655328528,4.72926437113585,5139,0,245,,,17.9,,,,,,,,,,,"       (2012 QC8)",.7594805442465005,.6776526470414911,5.687015170597261,22.42328113348141,47.58557170374691,4.95725655328528,20220320.2097363,4.72926437113585,APO,5139,0,245,,,,,,,,,,,,,,,,,,,,,59000,2.817454600163385,.7594805442465005,5.687015170597261,22.42328113348141,47.58557170374691,222.8224676937509,2459000.5,.6776526470414911,.7594805442465005,5.687015170597261,22.42328113348141,47.58557170374691,2459658.709736290435,2.6958E-8,1.4251E-7,1.2323E-5,9.8874E-5,9.8277E-5,4.7398E-5,2.5074E-7,1.5812E-8,.00027723,.00013106
,bK12Q10Q,3607784,"       (2012 QQ10)","2012 QQ10",,,Y,Y,20.8,,,,,,,,,,,,,,,,,,,"       (2012 QQ10)",1.934425857123865,.4683516985403997,3.961294158700076,65.56563299995713,227.9272834962589,1.028434221239434,2.840417493008295,2.69052068503454,2836,0,104,,,20.8,,,,,,,,,,,"       (2012 QQ10)",.4683516985403997,1.028434221239434,3.961294158700076,65.56563299995713,227.9272834962589,2.840417493008295,20200801.3240569,2.69052068503454,AMO,2836,0,104,,,,,,,,,,,,,,,,,,,,,59000,1.934425857123865,.4683516985403997,3.961294158700076,65.56563299995713,227.9272834962589,337.1686466004509,2459000.5,1.028434221239434,.4683516985403997,3.961294158700076,65.56563299995713,227.9272834962589,2459062.824056922408,1.9601E-7,5.4365E-8,9.0938E-6,.00012276,.00012019,1.8644E-5,7.9826E-8,1.5443E-8,5.266E-5,4.1427E-5
,bK12Q42G,3608092,"       (2012 QG42)","2012 QG42",,,Y,Y,20.9,,,,,,,,,,24.22,,,,,,,,,"       (2012 QG42)",1.02566838520685,.3745068301042932,6.808524267989101,344.7900882578985,116.1509862573687,.6415485695248433,1.409788200888856,1.0387682240211,2449,0,2171,4,4,20.9,,,,24.22,,,,,,,"       (2012 QG42)",.3745068301042932,.6415485695248433,6.808524267989101,344.7900882578985,116.1509862573687,1.409788200888856,20200302.9150734,1.0387682240211,APO,2449,0,2171,,,,,,,,,,,,,,24.22,,,,,,,59000,1.02566838520685,.3745068301042932,6.808524267989101,344.7900882578985,116.1509862573687,84.52746542712492,2459000.5,.6415485695248433,.3745068301042932,6.808524267989101,344.7900882578985,116.1509862573687,2458911.415073365596,8.9098E-8,5.7339E-9,3.856E-6,3.6577E-6,6.5188E-6,1.926E-5,7.8813E-9,7.9566E-9,1.9562E-5,3.1816E-6
,bK12Q50E,3608326,"       (2012 QE50)","2012 QE50",,,Y,Y,18.9,,,,,,,,,,,,,,,,,,,"       (2012 QE50)",1.732682423463309,.4409631353988002,11.90326186654404,193.9408468169632,224.8856936106284,.9686333493625365,2.496731497564081,2.28079712618051,2794,0,704,,,18.9,,,,,,,,,,,"       (2012 QE50)",.4409631353988002,.9686333493625365,11.90326186654404,193.9408468169632,224.8856936106284,2.496731497564081,20190916.1300372,2.28079712618051,APO,2794,0,704,,,,,,,,,,,,,,,,,,,,,59000,1.732682423463309,.4409631353988002,11.90326186654404,193.9408468169632,224.8856936106284,111.4362211688049,2459000.5,.9686333493625365,.4409631353988002,11.90326186654404,193.9408468169632,224.8856936106284,2458742.630037232942,4.1588E-8,2.3606E-8,6.5748E-6,8.2685E-6,1.4687E-5,2.8449E-5,3.4016E-8,8.8313E-9,6.0595E-5,1.7024E-5
,bK12R15G,3608618,"       (2012 RG15)","2012 RG15",,,Y,Y,19.8,,,,,,,,,,,,,,,,,,,"       (2012 RG15)",1.076812576477251,.4533590314312497,48.92615265741347,336.6289372185305,247.2199288475429,.5886298697725361,1.564995283181966,1.11742499357368,36,7,54,,,19.8,,,,,,,,,,,"       (2012 RG15)",.4533590314312497,.5886298697725361,48.92615265741347,336.6289372185305,247.2199288475429,1.564995283181966,20200424.5846481,1.11742499357368,APO,36,7,54,,,,,,,,,,,,,,,,,,,,,59000,1.076812576477251,.4533590314312497,48.92615265741347,336.6289372185305,247.2199288475429,32.12021221420487,2459000.5,.5886298697725361,.4533590314312497,48.92615265741347,336.6289372185305,247.2199288475429,2458964.084648124021,.00013852,.00048343,.018409,.0027554,.04073,1.7856,.00070259,.00059398,1.9999,.27485
,bK12S22D,3608936,"       (2012 SD22)","2012 SD22",,,Y,Y,20.1,,,,,,,,,,,,,,,,,,,"       (2012 SD22)",1.9650683735378,.5724299965124247,7.908679121671981,140.2490659926577,313.8086752059438,.8402042913268811,3.089932455748718,2.75470248823975,4255,0,144,,,20.1,,,,,,,,,,,"       (2012 SD22)",.5724299965124247,.8402042913268811,7.908679121671981,140.2490659926577,313.8086752059438,3.089932455748718,20210327.4279674,2.75470248823975,APO,4255,0,144,,,,,,,,,,,,,,,,,,,,,59000,1.9650683735378,.5724299965124247,7.908679121671981,140.2490659926577,313.8086752059438,252.5075567197712,2459000.5,.8402042913268811,.5724299965124247,7.908679121671981,140.2490659926577,313.8086752059438,2459300.927967443510,4.1539E-8,1.1069E-8,1.6896E-5,.00011224,.00011061,1.2568E-5,1.7406E-8,3.0233E-9,3.6602E-5,8.5017E-6
,bK12T52Y,3610024,"       (2012 TY52)","2012 TY52",,,Y,Y,21.4,,,,,,,,,,,,,,,,,,,"       (2012 TY52)",1.664146621335071,.5529567094738144,9.631484552877303,221.7007762600141,252.7333922221981,.7439455815196642,2.584347661150477,2.14681975825008,922,1,97,,,21.4,,,,,,,,,,,"       (2012 TY52)",.5529567094738144,.7439455815196642,9.631484552877303,221.7007762600141,252.7333922221981,2.584347661150477,20190613.2638956,2.14681975825008,APO,922,1,97,,,,,,,,,,,,,,,,,,,,,59000,1.664146621335071,.5529567094738144,9.631484552877303,221.7007762600141,252.7333922221981,161.9446505678295,2459000.5,.7439455815196642,.5529567094738144,9.631484552877303,221.7007762600141,252.7333922221981,2458647.763895607508,7.6334E-8,7.7512E-8,1.3214E-5,4.395E-5,4.4076E-5,7.5662E-5,1.2037E-7,3.2076E-8,.00014075,5.4784E-5
,bK12T53F,3610029,"       (2012 TF53)","2012 TF53",,,Y,Y,21.2,,,,,,,,,,,,,,,,,,,"       (2012 TF53)",1.426249448151096,.3689344095455185,6.127801752136647,201.1047110068696,282.3211060247178,.90005695013285,1.952441946169343,1.70334035750093,1800,0,139,,,21.2,,,,,,,,,,,"       (2012 TF53)",.3689344095455185,.90005695013285,6.127801752136647,201.1047110068696,282.3211060247178,1.952441946169343,20191121.3068543,1.70334035750093,APO,1800,0,139,,,,,,,,,,,,,,,,,,,,,59000,1.426249448151096,.3689344095455185,6.127801752136647,201.1047110068696,282.3211060247178,110.921931662683,2459000.5,.90005695013285,.3689344095455185,6.127801752136647,201.1047110068696,282.3211060247178,2458808.806854310469,3.1882E-8,2.1052E-8,1.1206E-5,2.6583E-5,4.0308E-5,5.2043E-5,2.8819E-8,1.2811E-8,8.5978E-5,1.3775E-5
,bK12TD9O,3610526,"       (2012 TO139)","2012 TO139",,,Y,Y,19.7,,,,,,,,,,,,,,,,,,,"       (2012 TO139)",2.438548306017259,.8886247859572836,5.367563906907233,179.2430072354687,56.26342501473691,.2715938395361759,4.605502772498343,3.80807284022571,6967,0,100,,,19.7,,,,,,,,,,,"       (2012 TO139)",.8886247859572836,.2715938395361759,5.367563906907233,179.2430072354687,56.26342501473691,4.605502772498343,20200307.4932573,3.80807284022571,APO,6967,0,100,,,,,,,,,,,,,,,,,,,,,59000,2.438548306017259,.8886247859572836,5.367563906907233,179.2430072354687,56.26342501473691,21.87249829618964,2459000.5,.2715938395361759,.8886247859572836,5.367563906907233,179.2430072354687,56.26342501473691,2458915.993257317549,3.4595E-8,7.091E-9,8.9945E-6,9.9427E-5,.00010016,4.2487E-6,1.3392E-8,1.1289E-9,1.6182E-5,6.0668E-6
