diameter_sigma,id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,full_name,e,q,i,om,w,ad,tp_cal,per_y,class,data_arc,condition_code,n_obs_used,two_body,A1,A2,A3,DT,M1,K1,M2,K2,PC,diameter,extent,albedo,rot_per,GM,M1,K1,M2,K2,PC,epoch_mjd,a,e,i,om,w,ma,epoch,q,e,i,om,w,tp,sigma_e,sigma_a,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per
0.022,a0004486,2004486,"  4486 Mithra (1987 SB)",4486,Mithra,,Y,Y,15.5,,,,,,,1.849,"2.35 x 1.65 x 1.44",0.297,67.5,,,,,,,,0.022,"  4486 Mithra (1987 SB)",2.199297518688506,.6630233901661572,3.039697278616015,82.23626068718747,168.9065201884084,.7411118218636353,3.657483215513377,3.26162613666712,12353,0,909,8,9,15.5,1.849,"2.35 x 1.65 x 1.44",0.297,67.5,,,,,,,"  4486 Mithra (1987 SB)",.6630233901661572,.7411118218636353,3.039697278616015,82.23626068718747,168.9065201884084,3.657483215513377,20200208.6570843,3.26162613666712,APO,12353,0,909,,,,,,,,,,,1.849,"2.35 x 1.65 x 1.44",0.297,67.5,,,,,,,59000,2.199297518688506,.6630233901661572,3.039697278616015,82.23626068718747,168.9065201884084,33.94875006242828,2459000.5,.7411118218636353,.6630233901661572,3.039697278616015,82.23626068718747,168.9065201884084,2458888.157084252589,2.0974E-8,4.2442E-9,2.0441E-6,5.9767E-5,5.8851E-5,7.1004E-6,7.0581E-9,8.7474E-10,2.3173E-5,3.4484E-6
,a0004581,2004581,"  4581 Asclepius (1989 FC)",4581,Asclepius,,Y,Y,20.7,,,,,,,,,,8.008,,,,,,,,,"  4581 Asclepius (1989 FC)",1.022636912449096,.3570522767546072,4.917322686873699,180.2183618213094,255.3412711143908,.6575020745658446,1.387771750332348,1.03416634245181,11374,0,415,2,2,20.7,,,,8.008,,,,,,,"  4581 Asclepius (1989 FC)",.3570522767546072,.6575020745658446,4.917322686873699,180.2183618213094,255.3412711143908,1.387771750332348,20200118.4558726,1.03416634245181,APO,11374,0,415,,,-3.752950930312743E-14,,,,,,,,,,,8.008,,,,,,,59000,1.022636912449096,.3570522767546072,4.917322686873699,180.2183618213094,255.3412711143908,127.276045015375,2459000.5,.6575020745658446,.3570522767546072,4.917322686873699,180.2183618213094,255.3412711143908,2458866.955872599537,6.1338E-8,4.54E-9,2.4613E-6,2.0357E-5,2.0549E-5,1.2646E-5,6.161E-9,6.3466E-9,1.2409E-5,2.5154E-6
,a0004660,2004660,"  4660 Nereus (1982 DB)",4660,Nereus,,Y,Y,18.4,,,,,,,0.33,,0.55,15.1,,,,,Xe,,,,"  4660 Nereus (1982 DB)",1.488743084595746,.3603359277287458,1.432103476327154,314.4055513051823,158.0702674692276,.9522954640581828,2.025190705133308,1.81651018802115,14067,0,717,16,16,18.4,0.33,,0.55,15.1,,,,,Xe,,"  4660 Nereus (1982 DB)",.3603359277287458,.9522954640581828,1.432103476327154,314.4055513051823,158.0702674692276,2.025190705133308,20200314.6925546,1.81651018802115,APO,14067,0,717,,,,,,,,,,,0.33,,0.55,15.1,,,,,,,59000,1.488743084595746,.3603359277287458,1.432103476327154,314.4055513051823,158.0702674692276,41.94650302552807,2459000.5,.9522954640581828,.3603359277287458,1.432103476327154,314.4055513051823,158.0702674692276,2458923.192554588343,2.7842E-9,1.4395E-9,2.4894E-6,2.9575E-5,3.0708E-5,5.7875E-6,1.9583E-9,7.8699E-10,1.0555E-5,9.6233E-7
,a0004769,2004769,"  4769 Castalia (1989 PB)",4769,Castalia,,Y,Y,16.9,,,,,,,1.4,,0.092,4.095,,,,,,,,,"  4769 Castalia (1989 PB)",1.063147864469693,.4832323083363309,8.885519032246105,325.541301786002,121.4098270048962,.5494004678191624,1.576895261120223,1.09622249311441,9817,0,313,8,7,16.9,1.4,,0.092,4.095,,,,,,,"  4769 Castalia (1989 PB)",.4832323083363309,.5494004678191624,8.885519032246105,325.541301786002,121.4098270048962,1.576895261120223,20200708.2974624,1.09622249311441,APO,9817,0,313,,,,,,,,,,,1.4,,0.092,4.095,,,,,,,59000,1.063147864469693,.4832323083363309,8.885519032246105,325.541301786002,121.4098270048962,325.5663099445063,2459000.5,.5494004678191624,.4832323083363309,8.885519032246105,325.541301786002,121.4098270048962,2459038.797462432509,4.1578E-8,3.3014E-10,7.6662E-6,1.3244E-5,1.3505E-5,3.895E-6,4.8967E-10,4.188E-10,4.3294E-6,1.865E-7
,a0004953,2004953,"  4953 (1990 MU)",4953,,,Y,Y,15.0,,,,,,,,,,14.218,,,,,,,,,"  4953 (1990 MU)",1.621007825371537,.6576260105434132,24.3905964279956,77.7039253831181,77.75349748638413,.5549909161127995,2.687024734630275,2.06388678062649,16936,0,803,0,2,15.0,,,,14.218,,,,,,,"  4953 (1990 MU)",.6576260105434132,.5549909161127995,24.3905964279956,77.7039253831181,77.75349748638413,2.687024734630275,20210203.7419752,2.06388678062649,APO,16936,0,803,,,,,,,,,,,,,,14.218,,,,,,,59000,1.621007825371537,.6576260105434132,24.3905964279956,77.7039253831181,77.75349748638413,241.2112026350951,2459000.5,.5549909161127995,.6576260105434132,24.3905964279956,77.7039253831181,77.75349748638413,2459249.241975234562,7.5916E-8,3.3362E-9,7.7525E-6,2.3014E-5,2.057E-5,9.1823E-6,5.5301E-9,1.4743E-9,1.993E-5,2.3272E-6
,a0005011,2005011,"  5011 Ptah (6743 P-L)",5011,Ptah,,Y,Y,16.4,,,,,,,,,,56.3,,,,,,,,,"  5011 Ptah (6743 P-L)",1.636361894102972,.5000774557237805,7.405384898813766,10.72728509485382,105.8139192770298,.8180542014566113,2.454669586749333,2.09327958804872,21850,0,621,,,16.4,,,,56.3,,,,,,,"  5011 Ptah (6743 P-L)",.5000774557237805,.8180542014566113,7.405384898813766,10.72728509485382,105.8139192770298,2.454669586749333,20190807.3687246,2.09327958804872,APO,21850,0,621,,,,,,,,,,,,,,56.3,,,,,,,59000,1.636361894102972,.5000774557237805,7.405384898813766,10.72728509485382,105.8139192770298,140.140480760133,2459000.5,.8180542014566113,.5000774557237805,7.405384898813766,10.72728509485382,105.8139192770298,2458702.868724551226,5.8602E-8,8.4798E-9,4.0464E-6,3.1863E-5,3.2383E-5,2.1084E-5,1.272E-8,3.66E-9,4.2553E-5,5.9431E-6
,a0005189,2005189,"  5189 (1990 UQ)",5189,,,Y,Y,17.8,,,,,,,,,,6.640,,,,,,,,,"  5189 (1990 UQ)",1.552401312954954,.4783414204553771,3.578357291981664,135.2175549875067,159.774423990789,.809823463799289,2.29497916211062,1.93425712069917,10691,0,1040,0,1,17.8,,,,6.640,,,,,,,"  5189 (1990 UQ)",.4783414204553771,.809823463799289,3.578357291981664,135.2175549875067,159.774423990789,2.29497916211062,20190718.2021117,1.93425712069917,APO,10691,0,1040,,,,,,,,,,,,,,6.640,,,,,,,59000,1.552401312954954,.4783414204553771,3.578357291981664,135.2175549875067,159.774423990789,161.9381147212508,2459000.5,.809823463799289,.4783414204553771,3.578357291981664,135.2175549875067,159.774423990789,2458682.702111694936,2.201E-8,2.8237E-9,2.3749E-6,5.348E-5,5.3593E-5,5.4448E-6,4.1745E-9,1.3903E-9,1.0413E-5,1.9276E-6
,a0005604,2005604,"  5604 (1992 FE)",5604,,,Y,Y,17.2,,,,,,,0.55,,0.48,5.3375,,,,,V,,,,"  5604 (1992 FE)",.9285867413164058,.4060067985630431,4.715356390318168,311.9099486141822,82.65278813760983,.5515742112864432,1.305599271346368,0.894832851676499,16041,0,940,6,0,17.2,0.55,,0.48,5.3375,,,,,V,,"  5604 (1992 FE)",.4060067985630431,.5515742112864432,4.715356390318168,311.9099486141822,82.65278813760983,1.305599271346368,20200717.5647529,0.894832851676499,ATE,16041,0,940,,,-2.653528566647261E-14,,,,,,,,0.55,,0.48,5.3375,,,,,,,59000,.9285867413164058,.4060067985630431,4.715356390318168,311.9099486141822,82.65278813760983,307.6091311473808,2459000.5,.5515742112864432,.4060067985630431,4.715356390318168,311.9099486141822,82.65278813760983,2459048.064752856450,1.3161E-8,3.897E-9,2.5903E-6,1.64E-5,1.5701E-5,9.1501E-6,5.4792E-9,6.9337E-9,8.5959E-6,2.0574E-6
,a0005693,2005693,"  5693 (1993 EA)",5693,,,Y,Y,16.7,,,,,,,,,,2.496,,,,,,,,,"  5693 (1993 EA)",1.270945800331022,.5851484366922084,5.054676356946999,97.03424483740866,258.8851260421911,.527253852146797,2.014637748515248,1.43284346694212,13273,0,1885,,,16.7,,,,2.496,,,,,,,"  5693 (1993 EA)",.5851484366922084,.527253852146797,5.054676356946999,97.03424483740866,258.8851260421911,2.014637748515248,20210213.3252088,1.43284346694212,APO,13273,0,1885,,,,,,,,,,,,,,2.496,,,,,,,59000,1.270945800331022,.5851484366922084,5.054676356946999,97.03424483740866,258.8851260421911,182.3029093059908,2459000.5,.527253852146797,.5851484366922084,5.054676356946999,97.03424483740866,258.8851260421911,2459258.825208846510,3.382E-8,1.9948E-9,2.7391E-6,3.5168E-5,3.4834E-5,1.0739E-5,3.162E-9,1.6195E-9,1.5852E-5,1.2321E-6
,a0006037,2006037,"  6037 (1988 EG)",6037,,,Y,Y,18.7,,,,,,,,,,2.760,,,,,,,,,"  6037 (1988 EG)",1.27131530629667,.4996135326145435,3.499650874479287,182.3794321644416,242.1877505771183,.6361489750508506,1.90648163754249,1.43346837481224,11845,0,439,4,4,18.7,,,,2.760,,,,,,,"  6037 (1988 EG)",.4996135326145435,.6361489750508506,3.499650874479287,182.3794321644416,242.1877505771183,1.90648163754249,20201206.7584388,1.43346837481224,APO,11845,0,439,,,,,,,,,,,,,,2.760,,,,,,,59000,1.27131530629667,.4996135326145435,3.499650874479287,182.3794321644416,242.1877505771183,229.5256149009009,2459000.5,.6361489750508506,.4996135326145435,3.499650874479287,182.3794321644416,242.1877505771183,2459190.258438790420,4.392E-8,4.3552E-9,3.7208E-6,2.8615E-5,2.927E-5,1.6587E-5,6.5312E-9,3.5332E-9,2.5094E-5,2.6905E-6
,a0006239,2006239,"  6239 Minos (1989 QF)",6239,Minos,,Y,Y,18.5,,,,,,,,,,3.5558,,,,,,,,,"  6239 Minos (1989 QF)",1.151399146746503,.4126441596066834,3.942233685233559,344.5827128393756,239.7125045709469,.67628101346544,1.626517280027566,1.23551225407857,13815,0,1180,3,0,18.5,,,,3.5558,,,,,,,"  6239 Minos (1989 QF)",.4126441596066834,.67628101346544,3.942233685233559,344.5827128393756,239.7125045709469,1.626517280027566,20200426.2833594,1.23551225407857,APO,13815,0,1180,,,,,,,,,,,,,,3.5558,,,,,,,59000,1.151399146746503,.4126441596066834,3.942233685233559,344.5827128393756,239.7125045709469,27.69509837136986,2459000.5,.67628101346544,.4126441596066834,3.942233685233559,344.5827128393756,239.7125045709469,2458965.783359430282,2.1063E-8,1.2065E-9,2.01E-6,2.3582E-5,2.3457E-5,9.3179E-6,1.7043E-9,1.2538E-9,1.1626E-5,7.0928E-7
0.03,a0006489,2006489,"  6489 Golevka (1991 JX)",6489,Golevka,,Y,Y,19.2,,,,,,,0.53,,0.151,6.026,,,,,Q,,,0.03,"  6489 Golevka (1991 JX)",2.502473955538531,.6052965473603549,2.276480760253867,211.0620214995175,66.65547373733823,.987735110391848,4.017212800685214,3.95879079395284,8968,0,1017,20,20,19.2,0.53,,0.151,6.026,,,,,Q,,"  6489 Golevka (1991 JX)",.6052965473603549,.987735110391848,2.276480760253867,211.0620214995175,66.65547373733823,4.017212800685214,20030617.7596191,3.95879079395284,APO,8968,0,1017,,,-1.151280007401779E-14,,,,,,,,0.53,,0.151,6.026,,,,,,,52464,2.502473955538531,.6052965473603549,2.276480760253867,211.0620214995175,66.65547373733823,274.4136345211533,2452464.5,.987735110391848,.6052965473603549,2.276480760253867,211.0620214995175,66.65547373733823,2452808.259619100164,2.478E-9,4.5222E-10,6.4443E-7,2.1622E-5,2.2559E-5,2.1038E-7,7.2595E-10,6.7488E-11,9.3587E-7,3.9195E-7
,a0006491,2006491,"  6491 (1991 OA)",6491,,,Y,Y,18.7,,,,,,,,,,2.69,,,,,,,,,"  6491 (1991 OA)",2.500187074248024,.5910939116910703,5.948776069327465,301.8888097562934,323.6421544820491,1.022341716571307,3.978032431924741,3.95336543322174,10431,0,190,,,18.7,,,,2.69,,,,,,,"  6491 (1991 OA)",.5910939116910703,1.022341716571307,5.948776069327465,301.8888097562934,323.6421544820491,3.978032431924741,20190408.3057746,3.95336543322174,AMO,10431,0,190,,,,,,,,,,,,,,2.69,,,,,,,59000,2.500187074248024,.5910939116910703,5.948776069327465,301.8888097562934,323.6421544820491,104.3860073669091,2459000.5,1.022341716571307,.5910939116910703,5.948776069327465,301.8888097562934,323.6421544820491,2458581.805774612269,3.9322E-8,2.4584E-8,1.0465E-5,8.3118E-5,8.4242E-5,7.683E-6,3.9115E-8,3.6771E-9,2.892E-5,2.1297E-5
,a0007335,2007335,"  7335 (1989 JA)",7335,,,Y,Y,17.0,,,,,,,1.8,,0.448,12.,,,,,,,,,"  7335 (1989 JA)",1.770445231877868,.4843281029377564,15.19555380195391,61.31907779643979,232.2596415317655,.9129688513672637,2.627921612388472,2.355764902255,10889,0,398,0,5,17.0,1.8,,0.448,12.,,,,,,,"  7335 (1989 JA)",.4843281029377564,.9129688513672637,15.19555380195391,61.31907779643979,232.2596415317655,2.627921612388472,20200224.9236219,2.355764902255,APO,10889,0,398,,,,,,,,,,,1.8,,0.448,12.,,,,,,,59000,1.770445231877868,.4843281029377564,15.19555380195391,61.31907779643979,232.2596415317655,40.19730634144494,2459000.5,.9129688513672637,.4843281029377564,15.19555380195391,61.31907779643979,232.2596415317655,2458904.423621922068,4.6783E-8,3.5614E-9,8.4998E-6,1.8135E-5,2.1966E-5,1.6505E-5,5.2863E-9,1.2625E-9,3.923E-5,2.5963E-6
0.316,a0007341,2007341,"  7341 (1991 VK)",7341,,,Y,Y,16.7,,,,,,,0.982,,0.235,4.2096,,,,,Sq,,,0.316,"  7341 (1991 VK)",1.842120155251205,.5065931382228088,5.419121587267071,294.873903616193,173.3350706139144,.9089147248190094,2.775325585683401,2.50025977447048,9796,0,1549,10,3,16.7,0.982,,0.235,4.2096,,,,,Sq,,"  7341 (1991 VK)",.5065931382228088,.9089147248190094,5.419121587267071,294.873903616193,173.3350706139144,2.775325585683401,20120112.8848549,2.50025977447048,APO,9796,0,1549,,,-7.429296605700781E-15,,,,,,,,0.982,,0.235,4.2096,,,,,,,56289,1.842120155251205,.5065931382228088,5.419121587267071,294.873903616193,173.3350706139144,138.0187341962207,2456289.5,.9089147248190094,.5065931382228088,5.419121587267071,294.873903616193,173.3350706139144,2455939.384854881191,2.4114E-9,1.06E-10,1.7535E-6,1.468E-5,1.3424E-5,9.3769E-7,1.597E-10,3.4027E-11,2.3838E-6,7.8825E-8
0.303,a0007482,2007482,"  7482 (1994 PC1)",7482,,,Y,Y,16.5,,,,,,,1.052,,0.277,2.5999,,,,,S,,,0.303,"  7482 (1994 PC1)",1.346161267705482,.3283045869886862,33.48902940670292,117.8849791867789,47.60888225642255,.9042103486912673,1.788112186719696,1.56190220608589,16441,0,720,2,0,16.5,1.052,,0.277,2.5999,,,,,S,,"  7482 (1994 PC1)",.3283045869886862,.9042103486912673,33.48902940670292,117.8849791867789,47.60888225642255,1.788112186719696,20200804.7229192,1.56190220608589,APO,16441,0,720,,,,,,,,,,,1.052,,0.277,2.5999,,,,,,,59000,1.346161267705482,.3283045869886862,33.48902940670292,117.8849791867789,47.60888225642255,318.5260611572232,2459000.5,.9042103486912673,.3283045869886862,33.48902940670292,117.8849791867789,47.60888225642255,2459066.222919190303,3.6062E-8,2.272E-9,1.1472E-5,2.2683E-6,1.0069E-5,1.7312E-5,3.0179E-9,1.5976E-9,2.7596E-5,1.4442E-6
,a0007753,2007753,"  7753 (1988 XB)",7753,,,Y,Y,18.6,,,,,,,,,,,,,,,B,,,,"  7753 (1988 XB)",1.467776099582341,.4817156441044563,3.122911897377306,73.41877769782458,280.0735715673489,.7607253903709071,2.174826808793775,1.77827089195936,11684,0,1052,5,7,18.6,,,,,,,,,B,,"  7753 (1988 XB)",.4817156441044563,.7607253903709071,3.122911897377306,73.41877769782458,280.0735715673489,2.174826808793775,20201007.0018905,1.77827089195936,APO,11684,0,1052,,,,,,,,,,,,,,,,,,,,,59000,1.467776099582341,.4817156441044563,3.122911897377306,73.41877769782458,280.0735715673489,288.4992773262783,2459000.5,.7607253903709071,.4817156441044563,3.122911897377306,73.41877769782458,280.0735715673489,2459129.501890503890,9.6018E-9,6.6769E-10,3.9037E-6,2.7614E-5,2.8057E-5,2.6503E-6,9.8933E-10,3.782E-10,4.8672E-6,4.432E-7
0.012,a0007822,2007822,"  7822 (1991 CS)",7822,,,Y,Y,17.4,,,,,,,1.602,,0.075,2.3896,,,,,S,,,0.012,"  7822 (1991 CS)",1.122920698400201,.1646463008510233,37.12098983866044,156.8525777865101,249.4339913659103,.9380359592595603,1.307805437540842,1.1899585475544,10906,0,1217,0,4,17.4,1.602,,0.075,2.3896,,,,,S,,"  7822 (1991 CS)",.1646463008510233,.9380359592595603,37.12098983866044,156.8525777865101,249.4339913659103,1.307805437540842,20200815.2616028,1.1899585475544,APO,10906,0,1217,,,,,,,,,,,1.602,,0.075,2.3896,,,,,,,59000,1.122920698400201,.1646463008510233,37.12098983866044,156.8525777865101,249.4339913659103,296.8335642934921,2459000.5,.9380359592595603,.1646463008510233,37.12098983866044,156.8525777865101,249.4339913659103,2459076.761602755447,2.5166E-8,7.6091E-10,8.6768E-6,2.4054E-6,1.2924E-5,1.4909E-5,8.8619E-10,8.4189E-10,1.8058E-5,4.4177E-7
,a0008014,2008014,"  8014 (1990 MF)",8014,,,Y,Y,18.7,,,,,,,0.7,,,,,,,,,,,,"  8014 (1990 MF)",1.746614327755773,.4561303758662741,1.866992846600012,210.2355162162407,114.4014919837273,.9499304779431127,2.543298177568433,2.30836100877783,11129,0,1184,9,12,18.7,0.7,,,,,,,,,,"  8014 (1990 MF)",.4561303758662741,.9499304779431127,1.866992846600012,210.2355162162407,114.4014919837273,2.543298177568433,20200812.5439075,2.30836100877783,APO,11129,0,1184,,,-2.201179323401127E-14,,,,,,,,0.7,,,,,,,,,,59000,1.746614327755773,.4561303758662741,1.866992846600012,210.2355162162407,114.4014919837273,328.5981491234972,2459000.5,.9499304779431127,.4561303758662741,1.866992846600012,210.2355162162407,114.4014919837273,2459074.043907452540,8.6719E-9,5.9406E-9,5.8415E-7,6.2437E-5,6.2351E-5,1.2735E-6,8.6503E-9,2.1784E-9,2.913E-6,4.3015E-6
0.261,a0008566,2008566,"  8566 (1996 EN)",8566,,,Y,Y,16.3,,,,,,,1.568,,0.217,,,,,,U,,,0.261,"  8566 (1996 EN)",1.506327524818724,.4304645897430839,37.97718729273145,164.1280729859909,125.1370902384347,.8579068648289168,2.15474818480853,1.84878887944468,13742,0,1129,,,16.3,1.568,,0.217,,,,,,U,,"  8566 (1996 EN)",.4304645897430839,.8579068648289168,37.97718729273145,164.1280729859909,125.1370902384347,2.15474818480853,20200819.4021459,1.84878887944468,APO,13742,0,1129,,,,,,,,,,,1.568,,0.217,,,,,,,,59000,1.506327524818724,.4304645897430839,37.97718729273145,164.1280729859909,125.1370902384347,317.1360098732627,2459000.5,.8579068648289168,.4304645897430839,37.97718729273145,164.1280729859909,125.1370902384347,2459080.902145937282,4.4645E-8,2.0562E-9,1.0118E-5,6.2841E-6,9.345E-6,8.2674E-6,2.9413E-9,1.0916E-9,1.5611E-5,1.3827E-6
,a0009856,2009856,"  9856 (1991 EE)",9856,,,Y,Y,17.4,,,,,,,1.0,,0.3,3.045,,,,,,,,,"  9856 (1991 EE)",2.243190497865046,.6260224968988295,9.827000270016448,168.1161392313134,116.2017291443439,.8389027813718416,3.647478214358251,3.35975367146562,10156,0,792,3,1,17.4,1.0,,0.3,3.045,,,,,,,"  9856 (1991 EE)",.6260224968988295,.8389027813718416,9.827000270016448,168.1161392313134,116.2017291443439,3.647478214358251,20211110.6732802,3.35975367146562,APO,10156,0,792,,,,,,,,,,,1.0,,0.3,3.045,,,,,,,59000,2.243190497865046,.6260224968988295,9.827000270016448,168.1161392313134,116.2017291443439,204.9069987772049,2459000.5,.8389027813718416,.6260224968988295,9.827000270016448,168.1161392313134,116.2017291443439,2459529.173280197612,1.2797E-8,1.6456E-9,4.8093E-6,2.0745E-5,2.1026E-5,2.7432E-6,2.6757E-9,3.2281E-10,9.8394E-6,1.3503E-6
0.294,a0010115,2010115," 10115 (1992 SK)",10115,,,Y,Y,17.0,,,,,,,0.938,,0.318,7.319,,,,,S:,,,0.294," 10115 (1992 SK)",1.248431683626142,.3247857104947608,15.3203836302338,8.910720768504103,233.6733297782267,.8429589122554549,1.653904454996829,1.39493950972417,24524,0,1418,10,7,17.0,0.938,,0.318,7.319,,,,,S:,," 10115 (1992 SK)",.3247857104947608,.8429589122554549,15.3203836302338,8.910720768504103,233.6733297782267,1.653904454996829,20200412.8528346,1.39493950972417,APO,24524,0,1418,,,,,,,,,,,0.938,,0.318,7.319,,,,,,,59000,1.248431683626142,.3247857104947608,15.3203836302338,8.910720768504103,233.6733297782267,34.01947636881869,2459000.5,.8429589122554549,.3247857104947608,15.3203836302338,8.910720768504103,233.6733297782267,2458952.352834600905,1.6857E-8,1.0115E-9,4.1581E-6,8.3675E-6,1.0192E-5,8.8763E-6,1.34E-9,8.5873E-10,1.2509E-5,6.1922E-7
0.006,a0011500,2011500," 11500 Tomaiyowit (1989 UR)",11500,Tomaiyowit,,Y,Y,18.3,,,,,,,0.738,,0.142,73.0,,,,,S,,,0.006," 11500 Tomaiyowit (1989 UR)",1.079768039363419,.3557795887714189,10.30870902646075,234.427737387225,289.4574529405982,.6956086103501808,1.463927468376658,1.12202854276445,10889,0,1199,0,1,18.3,0.738,,0.142,73.0,,,,,S,," 11500 Tomaiyowit (1989 UR)",.3557795887714189,.6956086103501808,10.30870902646075,234.427737387225,289.4574529405982,1.463927468376658,20200601.9962189,1.12202854276445,APO,10889,0,1199,,,,,,,,,,,0.738,,0.142,73.0,,,,,,,59000,1.079768039363419,.3557795887714189,10.30870902646075,234.427737387225,289.4574529405982,358.2464565468323,2459000.5,.6956086103501808,.3557795887714189,10.30870902646075,234.427737387225,289.4574529405982,2459002.496218890094,3.6391E-8,6.9103E-10,3.2944E-6,1.1377E-5,1.2062E-5,5.8621E-6,9.3688E-10,8.4327E-10,6.6743E-6,3.9342E-7
0.329,a0012538,2012538," 12538 (1998 OH)",12538,,,Y,Y,15.9,,,,,,,1.663,,0.232,2.575,,,,,S:,,,0.329," 12538 (1998 OH)",1.541695307080417,.4060696587096526,24.52621478793819,220.7392600304049,321.7214813987854,.9156596198999988,2.167730994260835,1.91428249454093,10647,0,2234,0,1,15.9,1.663,,0.232,2.575,,,,,S:,," 12538 (1998 OH)",.4060696587096526,.9156596198999988,24.52621478793819,220.7392600304049,321.7214813987854,2.167730994260835,20210312.0488478,1.91428249454093,APO,10647,0,2234,,,,,,,,,,,1.663,,0.232,2.575,,,,,,,59000,1.541695307080417,.4060696587096526,24.52621478793819,220.7392600304049,321.7214813987854,213.2339729130395,2459000.5,.9156596198999988,.4060696587096526,24.52621478793819,220.7392600304049,321.7214813987854,2459285.548847810725,2.3364E-8,4.1452E-9,4.963E-6,6.9225E-6,8.1802E-6,4.0615E-6,5.8285E-9,2.0766E-9,7.8354E-6,2.8199E-6
0.013,a0012923,2012923," 12923 Zephyr (1999 GK4)",12923,Zephyr,,Y,Y,15.7,,,,,,,2.060,,0.199,3.891,,,,,S:,,,0.013," 12923 Zephyr (1999 GK4)",1.961922094164779,.4920120124122597,5.304291664848455,168.1903999345222,147.0677897784857,.996632856418691,2.927211331910866,2.7480892882185,23740,0,1193,,,15.7,2.060,,0.199,3.891,,,,,S:,," 12923 Zephyr (1999 GK4)",.4920120124122597,.996632856418691,5.304291664848455,168.1903999345222,147.0677897784857,2.927211331910866,20210825.9751374,2.7480892882185,APO,23740,0,1193,,,,,,,,,,,2.060,,0.199,3.891,,,,,,,59000,1.961922094164779,.4920120124122597,5.304291664848455,168.1903999345222,147.0677897784857,197.8951598404596,2459000.5,.996632856418691,.4920120124122597,5.304291664848455,168.1903999345222,147.0677897784857,2459452.475137360129,4.24E-8,5.423E-9,5.0583E-6,3.8402E-5,3.874E-5,9.8674E-6,8.0912E-9,1.4871E-9,2.9079E-5,4.1617E-6
0.021,a0013651,2013651," 13651 (1997 BR)",13651,,,Y,Y,17.6,,,,,,,0.562,,0.511,33.644,,,,,S,,,0.021," 13651 (1997 BR)",1.335527441664194,.3056593721350928,17.24854702988488,116.6637801442182,133.8249891896436,.9273109623759301,1.743743920952459,1.54343173755442,14627,0,963,0,2,17.6,0.562,,0.511,33.644,,,,,S,," 13651 (1997 BR)",.3056593721350928,.9273109623759301,17.24854702988488,116.6637801442182,133.8249891896436,1.743743920952459,20200731.2182204,1.54343173755442,APO,14627,0,963,,,,,,,,,,,0.562,,0.511,33.644,,,,,,,59000,1.335527441664194,.3056593721350928,17.24854702988488,116.6637801442182,133.8249891896436,320.9064103404288,2459000.5,.9273109623759301,.3056593721350928,17.24854702988488,116.6637801442182,133.8249891896436,2459061.718220367821,3.0448E-8,8.2488E-10,5.7326E-6,1.1329E-5,1.4285E-5,9.396E-6,1.077E-9,5.9164E-10,1.4757E-5,5.2229E-7
,a0014827,2014827," 14827 Hypnos (1986 JK)",14827,Hypnos,,Y,Y,18.3,,,,,,,0.9,,,,,0.684,0.492,,,,,," 14827 Hypnos (1986 JK)",2.841134741944624,.6662279831544159,1.980573410094367,57.96620492645818,238.1094436401666,.9482912729489152,4.733978210940332,4.78901225574037,12022,0,187,0,10,18.3,0.9,,,,,0.684,0.492,,,," 14827 Hypnos (1986 JK)",.6662279831544159,.9482912729489152,1.980573410094367,57.96620492645818,238.1094436401666,4.733978210940332,20190917.8511184,4.78901225574037,APO,12022,0,187,,,,,,,,,,,0.9,,,,,,,,,,59000,2.841134741944624,.6662279831544159,1.980573410094367,57.96620492645818,238.1094436401666,52.71798371876478,2459000.5,.9482912729489152,.6662279831544159,1.980573410094367,57.96620492645818,238.1094436401666,2458744.351118433561,2.5993E-8,2.1076E-8,1.2438E-5,.00019745,.00020207,2.4045E-5,3.5118E-8,2.2901E-9,.00011409,1.9464E-5
,a0016960,2016960," 16960 (1998 QS52)",16960,,,Y,Y,14.3,,,,,,,,,,5.789,,,,,Sq,,,," 16960 (1998 QS52)",2.202198263148896,.8582737345200494,17.53992213026581,260.4249979819662,242.9563772936413,.3121093356825265,4.092287190615265,3.26808110434802,13671,0,1326,,,14.3,,,,5.789,,,,,Sq,," 16960 (1998 QS52)",.8582737345200494,.3121093356825265,17.53992213026581,260.4249979819662,242.9563772936413,4.092287190615265,20211230.3248375,3.26808110434802,APO,13671,0,1326,,,,,,,,,,,,,,5.789,,,,,,,59000,2.202198263148896,.8582737345200494,17.53992213026581,260.4249979819662,242.9563772936413,185.5820030308338,2459000.5,.3121093356825265,.8582737345200494,17.53992213026581,260.4249979819662,242.9563772936413,2459578.824837488729,2.7406E-8,9.9745E-9,4.9441E-6,2.7582E-5,2.6105E-5,9.3464E-6,1.8535E-8,2.049E-9,3.4769E-5,8.1098E-6
